Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"2476513","WETF","WisdomTree Investments Inc.",3833808,$13801708.8,0.0014936726,"Asset Management & Custody Banks","US",---
,"BD0MGM0","KNSA","Kiniksa Pharmaceuticals Ltd. Class A",706939,$13799449.28,0.0014934281,"Biotechnology","BM",---
,"2896809","TR","Tootsie Roll Industries Inc.",434786,$13782716.2,0.0014916172,"Packaged Foods & Meats","US",---
,"BMQ5T49","ZNTL","Zentalis Pharmaceuticals Inc.",398177,$13737106.5,0.0014866811,"Biotechnology","US",---
,"BL95N25","PAHC","Phibro Animal Health Corp. Class A",592146,$13734826.47,0.0014864344,"Pharmaceuticals","US",---
,"2086558","CASS","Cass Information Systems Inc.",378389,$13557677.87,0.0014672627,"Data Processing & Outsourced Services","US",---
,"BH667R6","CTT","CatchMark Timber Trust Inc. Class A",1384680,$13514476.8,0.0014625873,"Specialized REITs","US",---
,"2547044","MBI","MBIA Inc.",1684594,$13493597.94,0.0014603277,"Property & Casualty Insurance","US",---
,"BD1KGM3","ODT","Odonate Therapeutics Inc.",371000,$13493270,0.0014602922,"Pharmaceuticals","US",---
,"BYV34V4","EVRI","Everi Holdings Inc.",2368691,$13454164.88,0.0014560601,"Casinos & Gaming","US",---
,"2903345","TG","Tredegar Corp.",846997,$13450312.36,0.0014556432,"Commodity Chemicals","US",---
,"BFMLFW2","EIDX","Eidos Therapeutics Inc.",335328,$13446652.8,0.0014552471,"Biotechnology","US",---
,"B86V808","TILE","Interface Inc. Class A",1683601,$13435135.98,0.0014540008,"Office Services & Supplies","US",---
,"2908191","UMH","UMH Properties Inc.",1090744,$13416151.2,0.0014519461,"Residential REITs","US",---
,"2606570","BHLB","Berkshire Hills Bancorp Inc.",1346273,$13408879.08,0.0014511591,"Regional Banks","US",---
,"BRYQ4L1","ENVA","Enova International Inc.",832741,$13398802.69,0.0014500686,"Consumer Finance","US",---
,"2363381","AGM","Federal Agricultural Mortgage Corp. Class C",224510,$13360590.1,0.0014459331,"Thrifts & Mortgage Finance","US",---
,"BD9G8M7","CUE","Cue Biopharma Inc.",703138,$13296339.58,0.0014389797,"Biotechnology","US",---
,"B081QB7","ZUMZ","Zumiez Inc.",575081,$13284371.1,0.0014376844,"Apparel Retail","US",---
,"2157175","CNXN","PC Connection Inc.",302562,$13221959.4,0.00143093,"Technology Distributors","US",---
,"BYXR9C0","PUMP","ProPetro Holding Corp.",2459041,$13205050.17,0.0014291,"Oil & Gas Equipment & Services","US",---
,"B4XS3D2","BCOV","Brightcove Inc.",1243733,$13158695.14,0.0014240833,"Internet Services & Infrastructure","US",---
,"2681760","TPC","Tutor Perini Corp.",1116346,$13139392.42,0.0014219943,"Construction & Engineering","US",---
,"BQQG1V1","VKTX","Viking Therapeutics Inc.",1864147,$13086311.94,0.0014162497,"Biotechnology","US",---
,"2821298","SCHN","Schnitzer Steel Industries Inc.",710840,$13079456,0.0014155077,"Steel","US",---
,"BNZLBS3","BFC","Bank First Corp.",210100,$13070321,0.0014145191,"Regional Banks","US",---
,"B2QXCJ9","NX","Quanex Building Products Corp.",929190,$13055119.5,0.0014128739,"Building Products","US",---
,"BX3SQS1","AMEH","Apollo Medical Holdings Inc.",778805,$13044983.75,0.001411777,"Health Care Services","US",---
,"BD9G2S1","GTES","Gates Industrial Corp. plc",1235437,$13021505.98,0.0014092362,"Industrial Machinery","GB",---
,"BJVR9Y9","IHRT","iHeartMedia Inc. Class A",1554773,$12997902.28,0.0014066817,"Broadcasting","US",---
,"2620031","LBAI","Lakeland Bancorp Inc.",1268031,$12908555.58,0.0013970122,"Regional Banks","US",---
,"BJH08B2","BLFS","BioLife Solutions Inc.",666510,$12883638.3,0.0013943156,"Health Care Supplies","US",---
,"2149934","BKE","Buckle Inc.",801888,$12854264.64,0.0013911367,"Apparel Retail","US",---
,"B17FVR8","INFU","InfuSystem Holdings Inc.",1048495,$12802123.95,0.0013854938,"Health Care Services","US",---
,"BKQVBN6","ATEN","A10 Networks Inc.",1581218,$12776241.44,0.0013826927,"Systems Software","US",---
,"B29GJQ1","GTS","Triple-S Management Corp. Class B",655778,$12761439.88,0.0013810908,"Managed Health Care","PR",---
,"BYV3856","ABTX","Allegiance Bancshares Inc.",521957,$12730531.23,0.0013777458,"Regional Banks","US",---
,"BYN5Z59","LOB","Live Oak Bancshares Inc.",745924,$12688167.24,0.001373161,"Regional Banks","US",---
,"B7M66F1","MRC","MRC Global Inc.",2123724,$12636157.8,0.0013675323,"Trading Companies & Distributors","US",---
,"BK6S6J8","FCEL","FuelCell Energy Inc.",5651583,$12603030.09,0.0013639471,"Electrical Components & Equipment","US",---
,"B292GM4","APEI","American Public Education Inc.",432743,$12597148.73,0.0013633106,"Education Services","US",---
,"2476847","JOUT","Johnson Outdoors Inc. Class A",143760,$12587625.6,0.00136228,"Leisure Products","US",---
,"BDCBCD8","PTGX","Protagonist Therapeutics Inc.",797518,$12544958.14,0.0013576624,"Biotechnology","US",---
,"BNZB1X8","OCUL","Ocular Therapeutix Inc.",1600051,$12544399.84,0.0013576019,"Pharmaceuticals","US",---
,"B1YH8W1","ATHX","Athersys Inc.",4885485,$12506841.6,0.0013535373,"Biotechnology","US",---
,"BF0YMC2","KREF","KKR Real Estate Finance Trust Inc.",748301,$12459211.65,0.0013483826,"Mortgage REITs","US",---
,"B6WXT12","TXMD","TherapeuticsMD Inc.",6732437,$12455008.45,0.0013479277,"Pharmaceuticals","US",---
,"BDRW1L7","ANAB","AnaptysBio Inc.",693349,$12452548.04,0.0013476614,"Biotechnology","US",---
,"2626802","NPK","National Presto Industries Inc.",145765,$12446873.35,0.0013470473,"Aerospace & Defense","US",---
,"BK71LV3","RLMD","Relmada Therapeutics Inc.",341742,$12429156.54,0.0013451299,"Pharmaceuticals","US",---
,"BLB8B95","ARCH","Arch Coal Inc. Class A",397750,$12338205,0.0013352868,"Coal & Consumable Fuels","US",---
,"BSKS2D6","RILY","B Riley Financial Inc.",481953,$12294621.03,0.0013305699,"Investment Banking & Brokerage","US",---
,"B542255","QADA","QAD Inc. Class A",311065,$12290178.15,0.0013300891,"Application Software","US",---
,"BFMZ4W7","CDMO","Avid Bioservices Inc.",1652248,$12259680.16,0.0013267885,"Biotechnology","US",---
,"BYY5Z69","FBK","FB Financial Corp.",482303,$12255319.23,0.0013263166,"Regional Banks","US",---
,"2116659","CAC","Camden National Corp.",385690,$12222516.1,0.0013227665,"Regional Banks","US",---
,"BG346B3","PRVB","Provention Bio Inc.",1175359,$12211980.01,0.0013216262,"Pharmaceuticals","US",---
,"B58J3K4","AGEN","Agenus Inc.",4011448,$12194801.92,0.0013197671,"Biotechnology","US",---
,"BZ1J497","COWN","Cowen Inc. Class A",739383,$12177638.01,0.0013179096,"Investment Banking & Brokerage","US",---
,"2689162","AGYS","Agilysys Inc.",579752,$12151601.92,0.0013150919,"Application Software","US",---
,"B11FJD6","GPRE","Green Plains Inc.",938932,$12140390.76,0.0013138786,"Oil & Gas Refining & Marketing","US",---
,"BL25F37","CIO","City Office REIT Inc.",1401404,$12122144.6,0.0013119039,"Office REITs","US",---
,"BRYGB65","CRBP","Corbus Pharmaceuticals Holdings Inc.",1932020,$12113765.4,0.0013109971,"Biotechnology","US",---
,"BZ0WN34","SIBN","SI-BONE Inc.",707574,$12099515.4,0.0013094549,"Health Care Supplies","US",---
,"BYX60M4","INSW","International Seaways Inc.",697585,$12047292.95,0.0013038032,"Oil & Gas Storage & Transportation","MH",---
,"2706470","CTBI","Community Trust Bancorp Inc.",393342,$12040198.62,0.0013030354,"Regional Banks","US",---
,"B3N6F00","THR","Thermon Group Holdings Inc.",887307,$12023009.85,0.0013011752,"Electrical Components & Equipment","US",---
,"2820165","BDSI","BioDelivery Sciences International Inc.",2866695,$12011452.05,0.0012999243,"Pharmaceuticals","US",---
,"2184300","FBMS","First Bancshares Inc.",602772,$12001190.52,0.0012988138,"Regional Banks","US",---
,"2186072","CPE","Callon Petroleum Co.",10518073,$11990603.22,0.001297668,"Oil & Gas Exploration & Production","US",---
,"2597072","MITK","Mitek Systems Inc.",1165411,$11957116.86,0.001294044,"Application Software","US",---
,"BZ1N455","RMR","RMR Group Inc. Class A",415273,$11943251.48,0.0012925434,"Diversified Real Estate Activites","US",---
,"2230946","CPF","Central Pacific Financial Corp.",766511,$11926911.16,0.001290775,"Regional Banks","US",---
,"B0FPH75","OFLX","Omega Flex Inc.",97647,$11888522.25,0.0012866204,"Industrial Machinery","US",---
,"2186254","CENX","Century Aluminum Co.",1364694,$11886484.74,0.0012863999,"Aluminum","US",---
,"B1G7Q03","CPRX","Catalyst Pharmaceuticals Inc.",2762417,$11878393.1,0.0012855242,"Biotechnology","US",---
,"B5Q3KZ2","AOSL","Alpha & Omega Semiconductor Ltd.",1090240,$11872713.6,0.0012849095,"Semiconductors","BM",---
,"2690636","UVSP","Univest Financial Corp.",775642,$11859566.18,0.0012834867,"Regional Banks","US",---
,"BDFZC26","CVM","CEL-SCI Corp.",947769,$11856590.19,0.0012831646,"Biotechnology","US",---
,"2714257","QCRH","QCR Holdings Inc.",396788,$11856025.44,0.0012831035,"Regional Banks","US",---
,"2274922","ANDE","Andersons Inc.",833173,$11847720.06,0.0012822046,"Food Distributors","US",---
,"2901714","TRNS","Transcat Inc.",424459,$11842406.1,0.0012816295,"Trading Companies & Distributors","US",---
,"BK0XBX8","CFB","CrossFirst Bankshares Inc.",1286872,$11800616.24,0.0012771069,"Regional Banks","US",---
,"B8NB2R6","NFBK","Northfield Bancorp Inc.",1226114,$11782955.54,0.0012751956,"Thrifts & Mortgage Finance","US",---
,"2200552","BJRI","BJ's Restaurants Inc.",586868,$11772572.08,0.0012740719,"Restaurants","US",---
,"2387002","GSBC","Great Southern Bancorp Inc.",326220,$11766755.4,0.0012734423,"Regional Banks","US",---
,"2982924","SPPI","Spectrum Pharmaceuticals Inc.",3927995,$11744705.05,0.001271056,"Biotechnology","US",---
,"2316103","EBF","Ennis Inc.",677572,$11721995.6,0.0012685983,"Commercial Printing","US",---
,"BN7Q7R7","SNDX","Syndax Pharmaceuticals Inc.",830118,$11712964.98,0.0012676209,"Biotechnology","US",---
,"BF0QXG9","GTHX","G1 Therapeutics Inc.",798381,$11712249.27,0.0012675435,"Biotechnology","US",---
,"BYN8NH6","BOOM","DMC Global Inc",395860,$11630366.8,0.0012586819,"Oil & Gas Equipment & Services","US",---
,"2981181","WRLD","World Acceptance Corp.",155918,$11584707.4,0.0012537404,"Consumer Finance","US",---
,"BDDVW37","REPL","Replimune Group Inc.",571941,$11421661.77,0.001236095,"Biotechnology","US",---
,"B547X79","KRA","Kraton Corp.",868419,$11419709.85,0.0012358838,"Specialty Chemicals","US",---
,"BFY66V1","WTRH","Waitr Holdings Inc.",2136937,$11411243.58,0.0012349675,"Internet & Direct Marketing Retail","US",---
,"BKLPS43","VVNT","Vivint Smart Home Inc.",743100,$11406585,0.0012344634,"Specialized Consumer Services","US",---
,"2369721","GIII","G-III Apparel Group Ltd.",1150595,$11379384.55,0.0012315196,"Apparel, Accessories & Luxury Goods","US",---
,"B7254K9","AXGN","Axogen Inc.",997029,$11336219.73,0.0012268482,"Health Care Equipment","US",---
,"BJHQ638","MNRL","Brigham Minerals Inc. Class A",1019773,$11299084.84,0.0012228293,"Oil & Gas Exploration & Production","US",---
,"2362515","THFF","First Financial Corp./IN",337405,$11279449.15,0.0012207042,"Regional Banks","US",---
,"B3TMC78","NPTN","NeoPhotonics Corp.",1237575,$11274308.25,0.0012201479,"Semiconductors","US",---
,"BFZP4T1","EAF","GrafTech International Ltd.",1856752,$11270484.64,0.0012197341,"Electrical Components & Equipment","US",---
,"2283229","DCO","Ducommun Inc.",313428,$11267736.6,0.0012194367,"Aerospace & Defense","US",---
,"BKLRLX9","NEX","NexTier Oilfield Solutions Inc.",4466350,$11255202,0.0012180801,"Oil & Gas Equipment & Services","US",---
,"B4M8043","USCR","US Concrete Inc.",451964,$11217746.48,0.0012140265,"Construction Materials","US",---
,"BLDRF10","NARI","Inari Medical Inc.",199331,$11206388.82,0.0012127974,"Health Care Equipment","US",---
,"B19HX21","CELH","Celsius Holdings Inc.",760229,$11152559.43,0.0012069718,"Soft Drinks","US",---
,"BDT5M66","ROAD","Construction Partners Inc. Class A",672186,$11124678.3,0.0012039544,"Construction & Engineering","US",---
,"BYQ7X92","TPB","Turning Point Brands Inc.",338098,$11116662.24,0.0012030868,"Tobacco","US",---
,"BYYMYP2","LFVN","Lifevantage Corp.",861001,$11055252.84,0.0011964409,"Personal Products","US",---
,"2063670","REX","REX American Resources Corp.",162211,$11054679.65,0.0011963788,"Oil & Gas Refining & Marketing","US",---
,"2640835","DRRX","Durect Corp.",5637413,$11049329.48,0.0011957998,"Pharmaceuticals","US",---
,"2491635","KBAL","Kimball International Inc. Class B",1009180,$11040429.2,0.0011948366,"Office Services & Supplies","US",---
,"BJQ05Z6","STOK","Stoke Therapeutics Inc.",437391,$11017879.29,0.0011923962,"Biotechnology","US",---
,"2446367","HURC","Hurco Cos. Inc.",397068,$11014666.32,0.0011920484,"Industrial Machinery","US",---
,"BLB2Y98","FMTX","Forma Therapeutics Holdings Inc.",315000,$11012400,0.0011918032,"Biotechnology","US",---
,"BK6TM04","TMDX","TransMedics Group Inc.",608966,$10997925.96,0.0011902367,"Health Care Equipment","US",---
,"2387109","GES","Guess? Inc.",1063566,$10997272.44,0.001190166,"Apparel Retail","US",---
,"B8QZWL9","AXDX","Accelerate Diagnostics Inc.",756592,$10993281.76,0.0011897341,"Health Care Equipment","US",---
,"BFFK5Z9","VMD","Viemed Healthcare Inc.",1010607,$10954979.88,0.001185589,"Health Care Services","CA",---
,"BYN9TR1","VRS","Verso Corp.",896856,$10950611.76,0.0011851162,"Paper Products","US",---
,"2428376","HIBB","Hibbett Sports Inc.",471304,$10929539.76,0.0011828357,"Specialty Stores","US",---
,"2032238","ZIXI","Zix Corp.",1534794,$10920059.31,0.0011818097,"Application Software","US",---
,"2082675","BBSI","Barrett Business Services Inc.",206543,$10880685.24,0.0011775485,"Human Resource & Employment Services","US",---
,"2418258","ARTNA","Artesian Resources Corp. Class A",309635,$10861995.8,0.0011755259,"Water Utilities","US",---
,"2512600","TEN","Tenneco Inc. Class A",1464804,$10854197.64,0.0011746819,"Auto Parts & Equipment","US",---
,"BYM0M65","MSGN","MSG Networks Inc.",1138709,$10851896.77,0.0011744329,"Cable & Satellite","US",---
,"BFRBX78","EIGI","Endurance International Group Holdings Inc.",1913309,$10848462.03,0.0011740612,"Internet Services & Infrastructure","US",---
,"2949316","HBNC","Horizon Bancorp Inc./IN",1068815,$10805719.65,0.0011694355,"Regional Banks","US",---
,"2391092","WINA","Winmark Corp.",67877,$10791085.46,0.0011678517,"Specialty Stores","US",---
,"BK80YJ8","NKTX","Nkarta Inc.",418900,$10786675,0.0011673744,"Biotechnology","US",---
,"BN89V40","ARDX","Ardelyx Inc.",1908992,$10785804.8,0.0011672802,"Biotechnology","US",---
,"2383163","ATRS","Antares Pharma Inc.",4127699,$10773294.39,0.0011659263,"Health Care Supplies","US",---
,"B7LG306","HY","Hyster-Yale Materials Handling Inc.",288442,$10761771.02,0.0011646792,"Industrial Machinery","US",---
,"2918996","USM","United States Cellular Corp.",362542,$10756621.14,0.0011641218,"Wireless Telecommunication Services","US",---
,"2398855","FORR","Forrester Research Inc.",306343,$10755702.73,0.0011640224,"Research & Consulting Services","US",---
,"2833936","RIGL","Rigel Pharmaceuticals Inc.",4673184,$10748323.2,0.0011632238,"Biotechnology","US",---
,"BYZMG55","TCDA","Tricida Inc.",803056,$10744889.28,0.0011628522,"Pharmaceuticals","US",---
,"BDFCGV4","MTW","Manitowoc Co. Inc.",1003843,$10700966.38,0.0011580987,"Construction Machinery & Heavy Trucks","US",---
,"BYWW6W5","MEET","Meet Group Inc.",1715689,$10688742.47,0.0011567757,"Interactive Media & Services","US",---
,"BYYGJZ9","PI","Impinj Inc.",452856,$10687401.6,0.0011566306,"Semiconductors","US",---
,"BFMMJ23","FIXX","Homology Medicines Inc.",810863,$10662848.45,0.0011539734,"Biotechnology","US",---
,"BDCWFT8","LBRT","Liberty Oilfield Services Inc. Class A",1883153,$10639814.45,0.0011514806,"Oil & Gas Equipment & Services","US",---
,"B725NJ1","GNE","Genie Energy Ltd. Class B",1308697,$10639706.61,0.0011514689,"Electric Utilities","US",---
,"2329082","FFG","FBL Financial Group Inc. Class A",305412,$10622229.36,0.0011495774,"Life & Health Insurance","US",---
,"BDTYR13","MCFT","MasterCraft Boat Holdings Inc.",513151,$10622225.7,0.0011495771,"Leisure Products","US",---
,"BF11FD4","GPMT","Granite Point Mortgage Trust Inc.",1562012,$10606061.48,0.0011478277,"Mortgage REITs","US",---
,"BKLG749","APRE","Aprea Therapeutics Inc.",386126,$10591436.18,0.0011462449,"Biotechnology","US",---
,"2051374","AROW","Arrow Financial Corp.",387138,$10568867.4,0.0011438024,"Regional Banks","US",---
,"BQQFDM3","BCLI","BrainStorm Cell Therapeutics Inc.",779439,$10561398.45,0.0011429941,"Biotechnology","US",---
,"BMTD360","GRPN","Groupon Inc. Class A",687718,$10556471.3,0.0011424609,"Internet & Direct Marketing Retail","US",---
,"2177786","CSV","Carriage Services Inc. Class A",475058,$10503532.38,0.0011367316,"Specialized Consumer Services","US",---
,"2025711","AVD","American Vanguard Corp.",779242,$10488597.32,0.0011351153,"Fertilizers & Agricultural Chemicals","US",---
,"BJN4K01","DX","Dynex Capital Inc.",677926,$10473956.7,0.0011335308,"Mortgage REITs","US",---
,"BKS48R6","SITM","SiTime Corp.",196100,$10422715,0.0011279853,"Semiconductors","US",---
,"BYWPZY9","ARLO","Arlo Technologies Inc.",2469299,$10420441.78,0.0011277392,"Electronic Equipment & Instruments","US",---
,"B63RTD5","CHEF","Chefs' Warehouse Inc.",902890,$10410321.7,0.001126644,"Food Distributors","US",---
,"2413071","HSII","Heidrick & Struggles International Inc.",514314,$10404572.22,0.0011260218,"Human Resource & Employment Services","US",---
,"BYMMZL7","ASIX","AdvanSix Inc.",834522,$10389798.9,0.001124423,"Commodity Chemicals","US",---
,"2107437","SIGA","SIGA Technologies Inc.",1615615,$10372248.3,0.0011225236,"Pharmaceuticals","US",---
,"BJRFSB7","IMVT","Immunovant Inc.",458380,$10363971.8,0.0011216278,"Biotechnology","US",---
,"BMH0MS8","TRUE","TrueCar Inc.",2755353,$10360127.28,0.0011212118,"Interactive Media & Services","US",---
,"2503916","HTBK","Heritage Commerce Corp.",1527077,$10353582.06,0.0011205034,"Regional Banks","US",---
,"2647375","BMRC","Bank of Marin Bancorp",328322,$10312594.02,0.0011160675,"Regional Banks","US",---
,"2226042","ZYXI","Zynex Inc.",539267,$10310785.04,0.0011158718,"Health Care Equipment","US",---
,"2777777","BFS","Saul Centers Inc.",333795,$10250844.45,0.0011093848,"Retail REITs","US",---
,"BJXSDX7","CNR","Cornerstone Building Brands Inc.",1807777,$10250095.59,0.0011093037,"Building Products","US",---
,"BK95GR4","LC","LendingClub Corp.",1963005,$10246886.1,0.0011089564,"Consumer Finance","US",---
,"BJGSSC8","BCEL","Atreca Inc. Class A",790778,$10240575.1,0.0011082734,"Biotechnology","US",---
,"B3B5J07","ERII","Energy Recovery Inc.",1344952,$10208185.68,0.0011047681,"Industrial Machinery","US",---
,"2215341","CMTL","Comtech Telecommunications Corp.",620850,$10194357,0.0011032715,"Communications Equipment","US",---
,"2034148","DCOM","Dime Community Bancshares Inc.",867592,$10189868.04,0.0011027857,"Regional Banks","US",---
,"BTCB1L1","CTSO","CytoSorbents Corp.",1062658,$10174950.35,0.0011011712,"Health Care Equipment","US",---
,"2706704","PDLI","PDL BioPharma Inc.",3198285,$10170546.3,0.0011006946,"Biotechnology","US",---
,"BGMGM89","SWTX","SpringWorks Therapeutics Inc.",238570,$10170239.1,0.0011006614,"Biotechnology","US",---
,"BKS3SM8","IGMS","IGM Biosciences Inc.",202147,$10159908.22,0.0010995433,"Biotechnology","US",---
,"BYRH5B7","NK","NantKwest Inc.",908580,$10157924.4,0.0010993286,"Biotechnology","US",---
,"2443346","VHC","VirnetX Holding Corp.",1961419,$10140536.23,0.0010974468,"Application Software","US",---
,"BYTC1B2","SGRY","Surgery Partners Inc.",662395,$10114771.65,0.0010946585,"Health Care Facilities","US",---
,"2098832","BSTC","BioSpecifics Technologies Corp.",160830,$10077607.8,0.0010906365,"Biotechnology","US",---
,"2183062","CATC","Cambridge Bancorp",185847,$10071048.93,0.0010899266,"Regional Banks","US",---
,"B5VKFB9","ORC","Orchid Island Capital Inc.",1955754,$10052575.56,0.0010879274,"Mortgage REITs","US",---
,"2908652","UFPT","UFP Technologies Inc.",232903,$10047435.42,0.0010873711,"Paper Packaging","US",---
,"B7F2TY6","PBYI","Puma Biotechnology Inc.",973988,$10041816.28,0.001086763,"Biotechnology","US",---
,"BDFN1P6","BNFT","Benefitfocus Inc.",855303,$10015598.13,0.0010839255,"Application Software","US",---
,"B60X657","QEP","QEP Resources Inc.",6803687,$10001419.89,0.0010823911,"Oil & Gas Exploration & Production","US",---
,"2608985","MTSC","MTS Systems Corp.",538971,$9997912.05,0.0010820115,"Electronic Equipment & Instruments","US",---
,"BH2QZH6","SP","SP Plus Corp.",628858,$9992553.62,0.0010814316,"Environmental & Facilities Services","US",---
,"BJ9J282","DBI","Designer Brands Inc. Class A",1687267,$9971747.97,0.0010791799,"Apparel Retail","US",---
,"BF01Q65","BRY","Berry Corp.",2109485,$9925126.93,0.0010741344,"Oil & Gas Exploration & Production","US",---
,"B90YNB6","TSC","TriState Capital Holdings Inc.",747734,$9907475.5,0.0010722241,"Regional Banks","US",---
,"2679419","PEBO","Peoples Bancorp Inc./OH",492950,$9893506.5,0.0010707123,"Regional Banks","US",---
,"B19FR01","ORBC","ORBCOMM Inc.",2349918,$9893154.78,0.0010706743,"Alternative Carriers","US",---
,"2002059","CLFD","Clearfield Inc.",527547,$9833476.08,0.0010642156,"Communications Equipment","US",---
,"B84SJL9","FSB","Franklin Financial Network Inc.",371852,$9816892.8,0.0010624209,"Regional Banks","US",---
,"B1W52D6","FONR","FONAR Corp.",398288,$9805850.56,0.0010612259,"Health Care Equipment","US",---
,"2861993","MPAA","Motorcar Parts of America Inc.",584271,$9725190.8,0.0010524966,"Auto Parts & Equipment","US",---
,"BYXGJD8","BCEI","Bonanza Creek Energy Inc.",533564,$9705529.16,0.0010503687,"Oil & Gas Exploration & Production","US",---
,"BKTNTS0","SPT","Sprout Social Inc. Class A",335300,$9686817,0.0010483436,"Application Software","US",---
,"BY7RB53","VYGR","Voyager Therapeutics Inc.",872595,$9659626.65,0.001045401,"Biotechnology","US",---
,"B3BBRD4","FF","FutureFuel Corp.",731582,$9642250.76,0.0010435205,"Specialty Chemicals","US",---
,"BYXC6T1","MTEM","Molecular Templates Inc.",873805,$9585640.85,0.001037394,"Biotechnology","US",---
,"2697853","RGP","Resources Connection Inc.",846347,$9563721.1,0.0010350217,"Research & Consulting Services","US",---
,"BYZLWZ4","HFFG","HF Foods Group Inc.",1079144,$9561215.84,0.0010347506,"Food Distributors","US",---
,"BJ7BVV6","WSBF","Waterstone Financial Inc.",625479,$9557319.12,0.0010343289,"Thrifts & Mortgage Finance","US",---
,"2275680","DSPG","DSP Group Inc.",643205,$9551594.25,0.0010337093,"Semiconductors","US",---
,"BJLV8T9","CLDX","Celldex Therapeutics Inc.",928239,$9551579.31,0.0010337077,"Biotechnology","US",---
,"BYMX5N2","SYRS","Syros Pharmaceuticals Inc.",1003963,$9527608.87,0.0010311135,"Biotechnology","US",---
,"B00CR04","ANGO","AngioDynamics Inc.",1152244,$9517535.44,0.0010300233,"Health Care Equipment","US",---
,"2165480","CLCT","Collectors Universe Inc.",249756,$9505713.36,0.0010287439,"Specialized Consumer Services","US",---
,"2269661","DGII","Digi International Inc.",783893,$9500783.16,0.0010282103,"Communications Equipment","US",---
,"BJVSHY8","WTRE","Watford Holdings Ltd.",576577,$9461628.57,0.0010239729,"Multi-line Insurance","BM",---
,"BG88WJ0","LOVE","Lovesac Co.",297476,$9453787.28,0.0010231243,"Home Furnishings","US",---
,"2764188","SM","SM Energy Co.",3204564,$9453463.8,0.0010230893,"Oil & Gas Exploration & Production","US",---
,"2325875","IIIN","Insteel Industries Inc.",507056,$9451523.84,0.0010228793,"Building Products","US",---
,"2893071","TGI","Triumph Group Inc.",1390827,$9429807.06,0.001020529,"Aerospace & Defense","US",---
,"2016425","ALCO","Alico Inc.",311859,$9411904.62,0.0010185916,"Agricultural Products","US",---
,"2106791","PLCE","Children's Place Inc.",385515,$9410421.15,0.001018431,"Apparel Retail","US",---
,"BF2F1K4","KALA","Kala Pharmaceuticals Inc.",1073407,$9392311.25,0.0010164711,"Pharmaceuticals","US",---
,"2872122","CPSI","Computer Programs and Systems Inc.",380477,$9390172.36,0.0010162396,"Health Care Technology","US",---
,"2277114","RBCAA","Republic Bancorp Inc./KY Class A",309849,$9363636.78,0.0010133678,"Regional Banks","US",---
,"BF081J4","MNKD","MannKind Corp.",5999761,$9359627.16,0.0010129339,"Biotechnology","US",---
,"B6XHXY4","CUBI","Customers Bancorp Inc.",789372,$9354058.2,0.0010123312,"Regional Banks","US",---
,"BJHVCH9","CCO","Clear Channel Outdoor Holdings Inc.",10163212,$9314583.8,0.0010080591,"Advertising","US",---
,"BRKFN59","KE","Kimball Electronics Inc.",698881,$9281139.68,0.0010044397,"Electronic Manufacturing Services","US",---
,"BFM2GV1","GSKY","GreenSky Inc. Class A",1643156,$9275615.62,0.0010038419,"Data Processing & Outsourced Services","US",---
,"BK8M4J4","MORF","Morphic Holding Inc.",409800,$9224598,0.0009983205,"Biotechnology","US",---
,"BF0FLW8","AMRS","Amyris Inc.",2144644,$9179076.32,0.000993394,"Specialty Chemicals","US",---
,"BLH15G3","BFYT","Benefytt Technologies Inc. Class A",296695,$9173809.4,0.000992824,"Insurance Brokers","US",---
,"BGCBBK9","HMHC","Houghton Mifflin Harcourt Co.",3097144,$9167546.24,0.0009921462,"Education Services","US",---
,"BS7T2R6","GRBK","Green Brick Partners Inc.",661222,$9124863.6,0.0009875269,"Homebuilding","US",---
,"BDSHDS2","RESI","Front Yard Residential Corp.",1049357,$9097925.19,0.0009846115,"Residential REITs","US",---
,"B50XT95","APTS","Preferred Apartment Communities Inc. Class A",1252665,$9056767.95,0.0009801573,"Residential REITs","US",---
,"2414717","AMOT","Allied Motion Technologies Inc.",239777,$9039592.9,0.0009782986,"Electrical Components & Equipment","US",---
,"BJL1XM7","TRWH","Twin River Worldwide Holdings Inc.",418238,$9017211.28,0.0009758764,"Casinos & Gaming","US",---
,"2394712","SYX","Systemax Inc.",402152,$9012226.32,0.0009753369,"Trading Companies & Distributors","US",---
,"2801137","DHIL","Diamond Hill Investment Group Inc.",79032,$9012018.96,0.0009753144,"Asset Management & Custody Banks","US",---
,"BYWVTY5","CTMX","CytomX Therapeutics Inc.",1283530,$8997545.3,0.000973748,"Biotechnology","US",---
,"BJMXTM4","SCPL","Sciplay Corp. Class A",614419,$8982805.78,0.0009721529,"Interactive Home Entertainment","US",---
,"2880448","TRC","Tejon Ranch Co.",625908,$8981779.8,0.0009720418,"Diversified Real Estate Activites","US",---
,"BDD19F8","CRNX","Crinetics Pharmaceuticals Inc.",646921,$8979263.48,0.0009717695,"Biotechnology","US",---
,"B1Y1PC2","CLNE","Clean Energy Fuels Corp.",3766743,$8964848.34,0.0009702095,"Oil & Gas Refining & Marketing","US",---
,"BQXZNP9","CALA","Calithera Biosciences Inc.",1902177,$8940231.9,0.0009675454,"Biotechnology","US",---
